gene_id	gene_name	log2FadultChange	log2CPM	baseMean	description
LOC101272127	RHNO1	-2.59	2.19	13.01	RAD9-HUS1-RAD1 interacting nuclear orphan 1
LOC101288796	JAZF1	-1.48	4.1	53.08	JAZF zinc finger 1
LOC101275991	SPAG5	-2.37	2.56	19.15	sperm associated antigen 5
LOC101282986	MMRN2	1.72	NA	749.11	multimerin 2
LOC101280791	DLX3	-3.85	3.71	36.53	distal-less homeobox 3
LOC101283766	ANKRD24	1.39	6.44	257.48	ankyrin repeat domain 24
LOC101285623	PPP1CA	-0.95	NA	119.24	protein phosphatase 1 catalytic subunit alpha
LOC101283445	GPKOW	0.85	5.53	111.38	G-patch domain and KOW motifs
LOC101273678	SLC2A13	0.9	5.19	84.66	solute carrier family 2 member 13
STING1	STING1	1.18	4.8	47.24	stimulator of interferon response cGAMP interactor 1
LOC101281877	ADAMTS13	1.51	4.3	52.19	ADAM metallopeptidase with thrombospondin type 1 motif 13
LOC101282839	ADGRD1	-1.55	4.15	73.89	adhesion G protein-coupled receptor D1
LOC101274600	LAMA3	0.94	7.31	333.77	laminin subunit alpha 3
LOC101276524	SENP1	-1.08	2.81	29.09	SUMO specific peptidase 1
LOC101279764	KIAA1671	0.9	NA	474.3	KIAA1671 ortholog
LOC101280034	RPL17	-1.13	NA	761.84	ribosomal protein L17
LOC101283305	EGFL7	1.71	NA	690.63	EGF like domain multiple 7
LOC101271824	HS6ST2	-2.55	2.11	11.08	heparan sulfate 6-O-sulfotransferase 2
LOC101276798	CRIP1	-1.32	6.17	260.82	cysteine rich protein 1
LOC101273412	ZNF839	1.08	NA	43.16	zinc finger protein 839
LOC101280738	RALGPS2	-1.66	3.47	48.51	Ral GEF with PH domain and SH3 binding motif 2
LOC101279794	GUF1	0.97	4.81	55.03	GTP binding elongation factor GUF1
LOC101275500	SLC6A8	-1.25	5.17	129.64	solute carrier family 6 member 8
LOC101269279	DGKQ	1.29	5.41	138.18	diacylglycerol kinase theta
LOC101274310	HMGN1	-1.35	NA	111.49	high mobility group nucleosome binding domain 1
DIPK2B	DIPK2B	1.52	4.25	98	divergent protein kinase domain 2B
LOC101280371	TACC1	0.82	NA	370.26	transforming acidic coiled-coil containing protein 1
LOC101286645	CCNI	-1.14	6.29	335.79	cyclin I
LOC101269526	LOC101269526	-0.91	NA	232.89	heterogeneous nuclear ribonucleoprotein A1
PHAF1	PHAF1	-0.99	3.91	32.42	phagosome assembly factor 1
LOC101288324	RBM7	-1.63	2.97	26.09	RNA binding motif protein 7
LOC101282701	LOC101282701	-1.43	6.29	367.91	histone H2B type 2-E
LOC117197432	LOC117197432	-1.18	4.11	94.64	protein POLR1D-like
LOC101278799	PCOLCE	-1.38	8.32	1192.56	procollagen C-endopeptidase enhancer
